l30_4,county,Total,countyname,usda,state_flag,hud,USDAper100,hudper100,ST_Total,ST_Unitsnoasst,ST_per100_No_Assisted,ST_usda,ST_Units_no_USDA,ST_Per100_No_USDA,ST_hud,ST_Units,ST_Units_No_HUD,ST_per100,ST_per100_No_HUD,ST_USDAper100,ST_Hudper100,MinEli,MaxEli,State_Name,Unitsnoasst,units,Units_no_usda,Per100_No_USDA,Units_No_HUD,Per100_No_HUD,per100,per100_no_assisted
11150,01035,,Conecuh,,,,,,137585,10400,7.5589635498,6860,41606,30.24021514,31206,48466,17260,35.226223789,12.544972199,4.9860086492,22.68125159,11150,11150,Alabama,,,,,,,,
11150,01037,,Coosa,,,,,,137585,10400,7.5589635498,6860,41606,30.24021514,31206,48466,17260,35.226223789,12.544972199,4.9860086492,22.68125159,11150,11150,Alabama,,,,,,,,
11150,01041,,Crenshaw,,,,,,137585,10400,7.5589635498,6860,41606,30.24021514,31206,48466,17260,35.226223789,12.544972199,4.9860086492,22.68125159,11150,11150,Alabama,,,,,,,,
11150,01057,,Fayette,,,,,,137585,10400,7.5589635498,6860,41606,30.24021514,31206,48466,17260,35.226223789,12.544972199,4.9860086492,22.68125159,11150,11150,Alabama,,,,,,,,
11150,01063,,Greene,,,,,,137585,10400,7.5589635498,6860,41606,30.24021514,31206,48466,17260,35.226223789,12.544972199,4.9860086492,22.68125159,11150,11150,Alabama,,,,,,,,
11150,01065,,Hale,,,,,,137585,10400,7.5589635498,6860,41606,30.24021514,31206,48466,17260,35.226223789,12.544972199,4.9860086492,22.68125159,11150,11150,Alabama,,,,,,,,
11150,01067,,Henry,,,,,,137585,10400,7.5589635498,6860,41606,30.24021514,31206,48466,17260,35.226223789,12.544972199,4.9860086492,22.68125159,11150,11150,Alabama,,,,,,,,
11150,01075,,Lamar,,,,,,137585,10400,7.5589635498,6860,41606,30.24021514,31206,48466,17260,35.226223789,12.544972199,4.9860086492,22.68125159,11150,11150,Alabama,,,,,,,,
11150,01085,,Lowndes,,,,,,137585,10400,7.5589635498,6860,41606,30.24021514,31206,48466,17260,35.226223789,12.544972199,4.9860086492,22.68125159,11150,11150,Alabama,,,,,,,,
11150,01105,,Perry,,,,,,137585,10400,7.5589635498,6860,41606,30.24021514,31206,48466,17260,35.226223789,12.544972199,4.9860086492,22.68125159,11150,11150,Alabama,,,,,,,,
11150,01119,,Sumter,,,,,,137585,10400,7.5589635498,6860,41606,30.24021514,31206,48466,17260,35.226223789,12.544972199,4.9860086492,22.68125159,11150,11150,Alabama,,,,,,,,
11150,01129,,Washington,,,,,,137585,10400,7.5589635498,6860,41606,30.24021514,31206,48466,17260,35.226223789,12.544972199,4.9860086492,22.68125159,11150,11150,Alabama,,,,,,,,
11150,01131,,Wilcox,,,,,,137585,10400,7.5589635498,6860,41606,30.24021514,31206,48466,17260,35.226223789,12.544972199,4.9860086492,22.68125159,11150,11150,Alabama,,,,,,,,
17800,02020,5393,Anchorage,37,0,899,0.6860745411,16.669757093,,,,,,,,,,,,,,,,Alaska,612,1548,1511,28.017800853,649,12.034118302,28.703875394,11.34804376
15050,02090,1715.7283582,Fairbanks North Star,10,0,145,0.5828428464,8.4512212732,,,,,,,,,,,,,,,,Alaska,296.29552239,451.29552239,441.29552239,25.720593839,306.29552239,17.852215412,26.303436685,17.269372565
19550,02110,677.92618725,Juneau,12,0,260,1.7701042128,38.352257944,,,,,,,,,,,,,,,,Alaska,0,272,260,38.352257944,12,1.7701042128,40.122362156,0
16000,02122,1101.2653317,Kenai Peninsula,191,0,99,17.343685896,8.9896591814,,,,,,,,,,,,,,,,Alaska,112.12202753,402.12202753,211.12202753,19.170859326,303.12202753,27.52488604,36.514545221,10.181200144
16700,02170,1182.7346683,Matanuska-Susitna,294,0,66,24.857646256,5.580287935,,,,,,,,,,,,,,,,Alaska,37.877972466,397.87797247,103.87797247,8.7828635827,331.87797247,28.060221904,33.640509839,3.2025756477
16650,02013,,Aleutians East,,,,,,12125.505478,325,2.6803006324,729,1865,15.38080209,1540,2594,1054,21.392922586,8.6924211277,6.0121204954,12.700501458,15050,20600,Alaska,,,,,,,,
15050,02016,,Aleutians West,,,,,,12125.505478,325,2.6803006324,729,1865,15.38080209,1540,2594,1054,21.392922586,8.6924211277,6.0121204954,12.700501458,15050,20600,Alaska,,,,,,,,
18700,02050,,Bethel,,,,,,12125.505478,325,2.6803006324,729,1865,15.38080209,1540,2594,1054,21.392922586,8.6924211277,6.0121204954,12.700501458,15050,20600,Alaska,,,,,,,,
20200,02060,,Bristol Bay,,,,,,12125.505478,325,2.6803006324,729,1865,15.38080209,1540,2594,1054,21.392922586,8.6924211277,6.0121204954,12.700501458,15050,20600,Alaska,,,,,,,,
15050,02068,,Denali,,,,,,12125.505478,325,2.6803006324,729,1865,15.38080209,1540,2594,1054,21.392922586,8.6924211277,6.0121204954,12.700501458,15050,20600,Alaska,,,,,,,,
15400,02070,,Dillingham,,,,,,12125.505478,325,2.6803006324,729,1865,15.38080209,1540,2594,1054,21.392922586,8.6924211277,6.0121204954,12.700501458,15050,20600,Alaska,,,,,,,,
15050,02100,,Haines,,,,,,12125.505478,325,2.6803006324,729,1865,15.38080209,1540,2594,1054,21.392922586,8.6924211277,6.0121204954,12.700501458,15050,20600,Alaska,,,,,,,,
17350,02150,,Kodiak Island,,,,,,12125.505478,325,2.6803006324,729,1865,15.38080209,1540,2594,1054,21.392922586,8.6924211277,6.0121204954,12.700501458,15050,20600,Alaska,,,,,,,,
15050,02164,,Lake And Peninsula,,,,,,12125.505478,325,2.6803006324,729,1865,15.38080209,1540,2594,1054,21.392922586,8.6924211277,6.0121204954,12.700501458,15050,20600,Alaska,,,,,,,,
16650,02180,,Nome,,,,,,12125.505478,325,2.6803006324,729,1865,15.38080209,1540,2594,1054,21.392922586,8.6924211277,6.0121204954,12.700501458,15050,20600,Alaska,,,,,,,,
20600,02185,,North Slope,,,,,,12125.505478,325,2.6803006324,729,1865,15.38080209,1540,2594,1054,21.392922586,8.6924211277,6.0121204954,12.700501458,15050,20600,Alaska,,,,,,,,
18200,02188,,Northwest Arctic,,,,,,12125.505478,325,2.6803006324,729,1865,15.38080209,1540,2594,1054,21.392922586,8.6924211277,6.0121204954,12.700501458,15050,20600,Alaska,,,,,,,,
16850,02220,,Sitka,,,,,,12125.505478,325,2.6803006324,729,1865,15.38080209,1540,2594,1054,21.392922586,8.6924211277,6.0121204954,12.700501458,15050,20600,Alaska,,,,,,,,
15050,02240,,Southeast Fairbanks,,,,,,12125.505478,325,2.6803006324,729,1865,15.38080209,1540,2594,1054,21.392922586,8.6924211277,6.0121204954,12.700501458,15050,20600,Alaska,,,,,,,,
17550,02261,,Valdez-Cordova,,,,,,12125.505478,325,2.6803006324,729,1865,15.38080209,1540,2594,1054,21.392922586,8.6924211277,6.0121204954,12.700501458,15050,20600,Alaska,,,,,,,,
15050,02270,,Wade Hampton,,,,,,12125.505478,325,2.6803006324,729,1865,15.38080209,1540,2594,1054,21.392922586,8.6924211277,6.0121204954,12.700501458,15050,20600,Alaska,,,,,,,,
16900,02282,,Yakutat,,,,,,12125.505478,325,2.6803006324,729,1865,15.38080209,1540,2594,1054,21.392922586,8.6924211277,6.0121204954,12.700501458,15050,20600,Alaska,,,,,,,,
15050,02290,,Yukon-Koyukuk,,,,,,12125.505478,325,2.6803006324,729,1865,15.38080209,1540,2594,1054,21.392922586,8.6924211277,6.0121204954,12.700501458,15050,20600,Alaska,,,,,,,,
15050,02290,,Yukon-Koyukuk,,,,,,12125.505478,325,2.6803006324,729,1865,15.38080209,1540,2594,1054,21.392922586,8.6924211277,6.0121204954,12.700501458,15050,20600,Alaska,,,,,,,,
15050,02290,,Yukon-Koyukuk,,,,,,12125.505478,325,2.6803006324,729,1865,15.38080209,1540,2594,1054,21.392922586,8.6924211277,6.0121204954,12.700501458,15050,20600,Alaska,,,,,,,,
15050,02290,,Yukon-Koyukuk,,,,,,12125.505478,325,2.6803006324,729,1865,15.38080209,1540,2594,1054,21.392922586,8.6924211277,6.0121204954,12.700501458,15050,20600,Alaska,,,,,,,,
15050,02290,,Yukon-Koyukuk,,,,,,12125.505478,325,2.6803006324,729,1865,15.38080209,1540,2594,1054,21.392922586,8.6924211277,6.0121204954,12.700501458,15050,20600,Alaska,,,,,,,,
9850,04001,754.54741712,Apache,308,0,23,40.819170938,3.0481848428,,,,,,,,,,,,,,,,Arizona,56.909020817,387.90902082,79.909020817,10.590324611,364.90902082,48.361310706,51.409495549,7.5421397683
10900,04003,2536.8018524,Cochise,503,0,341,19.828115449,13.442122004,,,,,,,,,,,,,,,,Arizona,374.77482539,1218.7748254,715.77482539,28.215637919,877.77482539,34.601631363,48.043753367,14.773515915
13650,04005,3022,Coconino,264,0,288,8.7359364659,9.5301125083,,,,,,,,,,,,,,,,Arizona,273,825,561,18.56386499,537,17.769688948,27.299801456,9.0337524818
9850,04007,1132.3210581,Gila,380,0,27,33.559386473,2.3844827231,,,,,,,,,,,,,,,,Arizona,190.92876902,597.92876902,217.92876902,19.246199429,570.92876902,50.421103179,52.805585902,16.861716706
9850,04009,512.07045247,Graham,236,0,20,46.087408258,3.9057125642,,,,,,,,,,,,,,,,Arizona,0,256,20,3.9057125642,236,46.087408258,49.993120822,0
15950,04013,69925,Maricopa,372,0,9453,0.5319985699,13.518770111,,,,,,,,,,,,,,,,Arizona,9263,19088,18716,26.765820522,9635,13.779048981,27.297819092,13.247050411
16050,04015,3561.4133354,Mohave,454,0,191,12.747748077,5.3630393894,,,,,,,,,,,,,,,,Arizona,947.99589193,1592.9958919,1138.9958919,31.981569805,1401.9958919,39.366278493,44.729317883,26.618530416
9850,04017,1941.4525829,Navajo,176,0,73,9.0653772104,3.7600712293,,,,,,,,,,,,,,,,Arizona,762.09097918,1011.0909792,835.09097918,43.013720064,938.09097918,48.319026045,52.079097275,39.253648835
13550,04019,25419,Pima,306,0,2950,1.2038239112,11.605491955,,,,,,,,,,,,,,,,Arizona,4037,7293,6987,27.48731264,4343,17.085644597,28.691136551,15.881820685
15950,04021,3412.6789419,Pinal,1604,0,492,47.001198393,14.41682644,,,,,,,,,,,,,,,,Arizona,0,2096,492,14.41682644,1604,47.001198393,61.418024833,0
11800,04023,841.17233526,Santa Cruz,47,0,214,5.587440056,25.44068451,,,,,,,,,,,,,,,,Arizona,165.73990282,426.73990282,379.73990282,45.144126466,212.73990282,25.290882012,50.731566522,19.703441956
10900,04025,1754,Yavapai,602,0,111,34.321550741,6.3283922463,,,,,,,,,,,,,,,,Arizona,0,713,111,6.3283922463,602,34.321550741,40.649942987,0
10700,04027,2499,Yuma,114,0,509,4.5618247299,20.368147259,,,,,,,,,,,,,,,,Arizona,357,980,866,34.653861545,471,18.847539016,39.215686275,14.285714286
13050,04011,,Greenlee,,,,,,117692,3110,2.6424905686,5444,17802,15.125921898,14692,23246,8554,19.751554906,7.2681235768,4.6256330082,12.483431329,9850,13050,Arizona,,,,,,,,
9850,04012,,La Paz,,,,,,117692,3110,2.6424905686,5444,17802,15.125921898,14692,23246,8554,19.751554906,7.2681235768,4.6256330082,12.483431329,9850,13050,Arizona,,,,,,,,
10400,05001,589.08724403,Arkansas,38,0,148,6.4506574171,25.123613098,,,,,,,,,,,,,,,,Arkansas,73.820392491,259.82039249,221.82039249,37.654930529,111.82039249,18.981974848,44.105587946,12.53131743
10400,05003,642.05628518,Ashley,13,0,116,2.0247446057,18.066951867,,,,,,,,,,,,,,,,Arkansas,228.32958099,357.32958099,344.32958099,53.629189362,241.32958099,37.586982101,55.653933968,35.562237495
9750,05005,672.35791279,Baxter,92,0,119,13.683188411,17.698906748,,,,,,,,,,,,,,,,Arkansas,93.631308182,304.63130818,212.63130818,31.624720129,185.63130818,27.609001791,45.307908539,13.92581338
13300,05007,2492,Benton,141,0,407,5.658105939,16.332263242,,,,,,,,,,,,,,,,Arkansas,441,989,848,34.028892456,582,23.354735152,39.686998395,17.696629213
10900,05009,733.42797648,Boone,55,0,341,7.4990321836,46.493999538,,,,,,,,,,,,,,,,Arkansas,102.58035277,498.58035277,443.58035277,60.48042439,157.58035277,21.485457035,67.979456573,13.986424851
10400,05015,476.81626654,Carroll,29,0,82,6.082007271,17.19739987,,,,,,,,,,,,,,,,Arkansas,86.75600196,197.75600196,168.75600196,35.392249343,115.75600196,24.276856744,41.474256614,18.194849473
10550,05019,701.95638789,Clark,120,0,120,17.095079135,17.095079135,,,,,,,,,,,,,,,,Arkansas,159.43201642,399.43201642,279.43201642,39.807603612,279.43201642,39.807603612,56.902682746,22.712524477
9800,05023,323.66023689,Cleburne,110,0,54,33.986257026,16.68416254,,,,,,,,,,,,,,,,Arkansas,7.9093062606,171.90930626,61.909306261,19.127869044,117.90930626,36.429963531,53.114126071,2.4437065043
10150,05027,745.22755741,Columbia,58,0,148,7.7828576551,19.859705741,,,,,,,,,,,,,,,,Arkansas,189.12160752,395.12160752,337.12160752,45.237404892,247.12160752,33.160556807,53.020262547,25.377699152
10300,05029,289.20078409,Conway,89,0,38,30.774467047,13.139660087,,,,,,,,,,,,,,,,Arkansas,11.285354243,138.28535424,49.285354243,17.041915843,100.28535424,34.676722802,47.81638289,3.9022557556
11450,05031,3096.6153846,Craighead,36,0,555,1.1625596184,17.922794118,,,,,,,,,,,,,,,,Arkansas,909.23076923,1500.2307692,1464.2307692,47.284876789,945.23076923,30.524642289,48.447436407,29.362082671
11300,05033,754.88359544,Crawford,64,0,262,8.4781283349,34.707337871,,,,,,,,,,,,,,,,Arkansas,152.75161887,478.75161887,414.75161887,54.942460186,216.75161887,28.71325065,63.420588521,20.235122315
15350,05035,2547.4209179,Crittenden,124,0,514,4.8676682808,20.177270132,,,,,,,,,,,,,,,,Arkansas,715.0074968,1353.0074968,1229.0074968,48.245167815,839.0074968,32.935565964,53.112836096,28.067897683
14150,05045,2555.8506904,Faulkner,0,0,293,0,11.463893454,,,,,,,,,,,,,,,,Arkansas,1010.1934695,1303.1934695,1303.1934695,50.988638514,1010.1934695,39.52474506,50.988638514,39.52474506
11200,05051,2376.5464341,Garland,25,0,485,1.0519466248,20.407764521,,,,,,,,,,,,,,,,Arkansas,874.29297075,1384.2929708,1359.2929708,57.196146108,899.29297075,37.840328212,58.248092733,36.788381587
10400,05055,825.3947984,Greene,35,0,246,4.2403950289,29.803919346,,,,,,,,,,,,,,,,Arkansas,223.50873813,504.50873813,469.50873813,56.882929119,258.50873813,31.319404803,61.123324148,27.079009774
9750,05057,655.95741557,Hempstead,90,0,123,13.720402859,18.751217241,,,,,,,,,,,,,,,,Arkansas,164.54596182,377.54596182,287.54596182,43.836071519,254.54596182,38.805257137,57.556474378,25.084854278
9750,05059,377.74516846,Hot Spring,51,0,76,13.501165404,20.119383739,,,,,,,,,,,,,,,,Arkansas,87.95570378,214.95570378,163.95570378,43.403785797,138.95570378,36.785567462,56.904951202,23.284402058
10400,05063,598.64500846,Independence,118,0,141,19.711180805,23.553190623,,,,,,,,,,,,,,,,Arkansas,105.16818951,364.16818951,246.16818951,41.120895695,223.16818951,37.278885877,60.8320765,17.567705071
11200,05069,2729.5127986,Jefferson,40,0,755,1.4654629947,27.660614025,,,,,,,,,,,,,,,,Arkansas,602.23037543,1397.2303754,1357.2303754,49.724272262,642.23037543,23.529121232,51.189735257,22.063658237
9800,05071,427.67404088,Johnson,81,0,44,18.939657837,10.288209195,,,,,,,,,,,,,,,,Arkansas,89.231307757,214.23130776,133.23130776,31.152535581,170.23130776,39.803984222,50.092193418,20.864326386
10000,05083,431.51787199,Logan,62,0,57,14.367886946,13.209186386,,,,,,,,,,,,,,,,Arkansas,134.59850374,253.59850374,191.59850374,44.401058723,196.59850374,45.559759283,58.768945669,31.191872337
14150,05085,972.68296893,Lonoke,101,0,417,10.383650503,42.871111484,,,,,,,,,,,,,,,,Arkansas,171.39441887,689.39441887,588.39441887,60.491901027,272.39441887,28.004440046,70.875551531,17.620789543
12100,05091,1428.2804699,Miller,0,0,443,0,31.016317127,,,,,,,,,,,,,,,,Arkansas,430.10073421,873.10073421,873.10073421,61.129501706,430.10073421,30.11318458,61.129501706,30.11318458
10700,05093,2487.5790821,Mississippi,115,0,471,4.6229686054,18.934071419,,,,,,,,,,,,,,,,Arkansas,633.9925032,1219.9925032,1104.9925032,44.42039697,748.9925032,30.109294156,49.043365575,25.486325551
