l30_4,county,Total,units_no_USDA,per100_no_USDA,abbrev,countyname,population,usda,state_flag,Gap_No_USDA,Units,Gap,per100,All_HUD,All_HUD_noPH,PH,over_flag,Units_No_HUD,Unitsnoasst,eli,gap_no_hud,gap_no_assisted,per100_no_HUD,per100_no_assisted,ST_Total,ST_Gap_No_assisted,ST_eli,eli_TPaff_noPH,ST_Per100_No_Assisted,ST_Unitsnoasst,puh_1_total,ST_Units_no_USDA,ST_Per100_No_USDA,ST_usda,ST_population,ST_Units_No_HUD,ST_Units,ST_Gap_No_HUD,ST_Gap_No_USDA,ST_Gap,ST_per100,ST_per100_No_HUD,ST_over_flag,MinEli,MaxEli,min_max_same
16300,20183,,,,KS,Smith County,,,,,,,,,,,,,,,,,,,71943,52151,15864,16060,27.510668168,19792,5410,35656,49.561458377,3664,2882946,23456,39320,48487,36287,32623,54.654379161,32.603588952,0,16300,22000,
16300,20185,,,,KS,Stafford County,,,,,,,,,,,,,,,,,,,71943,52151,15864,16060,27.510668168,19792,5410,35656,49.561458377,3664,2882946,23456,39320,48487,36287,32623,54.654379161,32.603588952,0,16300,22000,
16300,20187,,,,KS,Stanton County,,,,,,,,,,,,,,,,,,,71943,52151,15864,16060,27.510668168,19792,5410,35656,49.561458377,3664,2882946,23456,39320,48487,36287,32623,54.654379161,32.603588952,0,16300,22000,
16950,20189,,,,KS,Stevens County,,,,,,,,,,,,,,,,,,,71943,52151,15864,16060,27.510668168,19792,5410,35656,49.561458377,3664,2882946,23456,39320,48487,36287,32623,54.654379161,32.603588952,0,16300,22000,
19550,20191,,,,KS,Sumner County,,,,,,,,,,,,,,,,,,,71943,52151,15864,16060,27.510668168,19792,5410,35656,49.561458377,3664,2882946,23456,39320,48487,36287,32623,54.654379161,32.603588952,0,16300,22000,
19300,20193,,,,KS,Thomas County,,,,,,,,,,,,,,,,,,,71943,52151,15864,16060,27.510668168,19792,5410,35656,49.561458377,3664,2882946,23456,39320,48487,36287,32623,54.654379161,32.603588952,0,16300,22000,
16300,20195,,,,KS,Trego County,,,,,,,,,,,,,,,,,,,71943,52151,15864,16060,27.510668168,19792,5410,35656,49.561458377,3664,2882946,23456,39320,48487,36287,32623,54.654379161,32.603588952,0,16300,22000,
19250,20197,,,,KS,Wabaunsee County,,,,,,,,,,,,,,,,,,,71943,52151,15864,16060,27.510668168,19792,5410,35656,49.561458377,3664,2882946,23456,39320,48487,36287,32623,54.654379161,32.603588952,0,16300,22000,
16300,20199,,,,KS,Wallace County,,,,,,,,,,,,,,,,,,,71943,52151,15864,16060,27.510668168,19792,5410,35656,49.561458377,3664,2882946,23456,39320,48487,36287,32623,54.654379161,32.603588952,0,16300,22000,
16750,20201,,,,KS,Washington County,,,,,,,,,,,,,,,,,,,71943,52151,15864,16060,27.510668168,19792,5410,35656,49.561458377,3664,2882946,23456,39320,48487,36287,32623,54.654379161,32.603588952,0,16300,22000,
16300,20203,,,,KS,Wichita County,,,,,,,,,,,,,,,,,,,71943,52151,15864,16060,27.510668168,19792,5410,35656,49.561458377,3664,2882946,23456,39320,48487,36287,32623,54.654379161,32.603588952,0,16300,22000,
16300,20205,,,,KS,Wilson County,,,,,,,,,,,,,,,,,,,71943,52151,15864,16060,27.510668168,19792,5410,35656,49.561458377,3664,2882946,23456,39320,48487,36287,32623,54.654379161,32.603588952,0,16300,22000,
16300,20207,,,,KS,Woodson County,,,,,,,,,,,,,,,,,,,71943,52151,15864,16060,27.510668168,19792,5410,35656,49.561458377,3664,2882946,23456,39320,48487,36287,32623,54.654379161,32.603588952,0,16300,22000,
22000,20209,9104,5701,62.620826011,KS,Wyandotte County,159466,0,0,3403,5701,3403,62.620826011,3794,2292,1502,0,1915,1915,3786,7189,7189,21.034710018,21.034710018,,,,,,,,,,,,,,,,,,,,,,
13100,21001,,,,KY,Adair County,,,,,,,,,,,,,,,,,,,159747,107868,32429,32528,32.475727244,51879,14646,84308,52.775951974,5633,4383272,57512,89941,102235,75439,69806,56.302152779,36.001928049,0,13100,21400,
14000,21003,,,,KY,Allen County,,,,,,,,,,,,,,,,,,,159747,107868,32429,32528,32.475727244,51879,14646,84308,52.775951974,5633,4383272,57512,89941,102235,75439,69806,56.302152779,36.001928049,0,13100,21400,
19250,21005,,,,KY,Anderson County,,,,,,,,,,,,,,,,,,,159747,107868,32429,32528,32.475727244,51879,14646,84308,52.775951974,5633,4383272,57512,89941,102235,75439,69806,56.302152779,36.001928049,0,13100,21400,
15100,21007,,,,KY,Ballard County,,,,,,,,,,,,,,,,,,,159747,107868,32429,32528,32.475727244,51879,14646,84308,52.775951974,5633,4383272,57512,89941,102235,75439,69806,56.302152779,36.001928049,0,13100,21400,
14950,21009,1898.8341444,1028.2473642,54.151510136,KY,Barren County,42691,53,0,870.58678021,1081.2473642,817.58678021,56.942696515,534,298,236,0,547.24736415,494.24736415,534,1351.5867802,1404.5867802,28.820177148,26.028990769,,,,,,,,,,,,,,,,,,,,,,
13100,21011,,,,KY,Bath County,,,,,,,,,,,,,,,,,,,159747,107868,32429,32528,32.475727244,51879,14646,84308,52.775951974,5633,4383272,57512,89941,102235,75439,69806,56.302152779,36.001928049,0,13100,21400,
13100,21013,,,,KY,Bell County,,,,,,,,,,,,,,,,,,,159747,107868,32429,32528,32.475727244,51879,14646,84308,52.775951974,5633,4383272,57512,89941,102235,75439,69806,56.302152779,36.001928049,0,13100,21400,
21400,21015,3074,1742,56.668835394,KY,Boone County,123030,7,0,1332,1749,1325,56.896551724,1021,1021,0,0,750,743,999,2324,2331,24.398178269,24.170461939,,,,,,,,,,,,,,,,,,,,,,
20150,21017,,,,KY,Bourbon County,,,,,,,,,,,,,,,,,,,159747,107868,32429,32528,32.475727244,51879,14646,84308,52.775951974,5633,4383272,57512,89941,102235,75439,69806,56.302152779,36.001928049,0,13100,21400,
15100,21019,1189.8781438,1309.8204038,110.08021373,KY,Boyd County,49242,0,0,-119.94226,1309.8204038,-119.94226,100,1117,785,332,1,192.82040383,192.82040383,1117,997.05773999,997.05773999,16.20505468,16.20505468,,,,,,,,,,,,,,,,,,,,,,
15700,21021,1329.138634,862.8727489,64.919695116,KY,Boyle County,29150,52,0,466.26588515,914.8727489,414.26588515,68.832003334,478,257,221,0,436.8727489,384.8727489,478,892.26588515,944.26588515,32.868862412,28.956554195,,,,,,,,,,,,,,,,,,,,,,
21400,21023,,,,KY,Bracken County,,,,,,,,,,,,,,,,,,,159747,107868,32429,32528,32.475727244,51879,14646,84308,52.775951974,5633,4383272,57512,89941,102235,75439,69806,56.302152779,36.001928049,0,13100,21400,
13100,21025,,,,KY,Breathitt County,,,,,,,,,,,,,,,,,,,159747,107868,32429,32528,32.475727244,51879,14646,84308,52.775951974,5633,4383272,57512,89941,102235,75439,69806,56.302152779,36.001928049,0,13100,21400,
14500,21027,,,,KY,Breckinridge County,,,,,,,,,,,,,,,,,,,159747,107868,32429,32528,32.475727244,51879,14646,84308,52.775951974,5633,4383272,57512,89941,102235,75439,69806,56.302152779,36.001928049,0,13100,21400,
19150,21029,2263.8907905,1152.0268949,50.88703482,KY,Bullitt County,76093,136,0,1111.8638957,1288.0268949,975.86389568,56.894391737,432,432,0,0,856.02689487,720.02689487,432,1407.8638957,1543.8638957,37.812199177,31.80484226,,,,,,,,,,,,,,,,,,,,,,
13300,21031,,,,KY,Butler County,,,,,,,,,,,,,,,,,,,159747,107868,32429,32528,32.475727244,51879,14646,84308,52.775951974,5633,4383272,57512,89941,102235,75439,69806,56.302152779,36.001928049,0,13100,21400,
15050,21033,,,,KY,Caldwell County,,,,,,,,,,,,,,,,,,,159747,107868,32429,32528,32.475727244,51879,14646,84308,52.775951974,5633,4383272,57512,89941,102235,75439,69806,56.302152779,36.001928049,0,13100,21400,
16700,21035,1892.3723508,959.06488425,50.68055892,KY,Calloway County,37981,60,0,933.30746658,1019.0648843,873.30746658,53.85118229,201,53,148,0,819.06488425,759.06488425,200,1073.3074666,1133.3074666,43.282437724,40.111814354,,,,,,,,,,,,,,,,,,,,,,
21400,21037,2063.2863071,1950.8941909,94.55276198,KY,Campbell County,91268,31,0,112.39211618,1981.8941909,81.392116183,96.055219486,1454,1072,382,0,528.89419087,497.89419087,1453,1534.3921162,1565.3921162,25.633582168,24.131124661,,,,,,,,,,,,,,,,,,,,,,
13250,21039,,,,KY,Carlisle County,,,,,,,,,,,,,,,,,,,159747,107868,32429,32528,32.475727244,51879,14646,84308,52.775951974,5633,4383272,57512,89941,102235,75439,69806,56.302152779,36.001928049,0,13100,21400,
15450,21041,,,,KY,Carroll County,,,,,,,,,,,,,,,,,,,159747,107868,32429,32528,32.475727244,51879,14646,84308,52.775951974,5633,4383272,57512,89941,102235,75439,69806,56.302152779,36.001928049,0,13100,21400,
13100,21043,,,,KY,Carter County,,,,,,,,,,,,,,,,,,,159747,107868,32429,32528,32.475727244,51879,14646,84308,52.775951974,5633,4383272,57512,89941,102235,75439,69806,56.302152779,36.001928049,0,13100,21400,
13100,21045,,,,KY,Casey County,,,,,,,,,,,,,,,,,,,159747,107868,32429,32528,32.475727244,51879,14646,84308,52.775951974,5633,4383272,57512,89941,102235,75439,69806,56.302152779,36.001928049,0,13100,21400,
16250,21047,2846.6353853,1380.4185789,48.49298881,KY,Christian County,74459,103,0,1466.2168065,1483.4185789,1363.2168065,52.11129555,961,638,323,0,522.41857889,419.41857889,961,2324.2168065,2427.2168065,18.352142378,14.733835638,,,,,,,,,,,,,,,,,,,,,,
20150,21049,1303.3774459,1012.3039582,77.667751686,KY,Clark County,35633,0,0,291.07348768,1012.3039582,291.07348768,77.667751686,800,504,296,0,212.30395818,212.30395818,800,1091.0734877,1091.0734877,16.288754946,16.288754946,,,,,,,,,,,,,,,,,,,,,,
13100,21051,,,,KY,Clay County,,,,,,,,,,,,,,,,,,,159747,107868,32429,32528,32.475727244,51879,14646,84308,52.775951974,5633,4383272,57512,89941,102235,75439,69806,56.302152779,36.001928049,0,13100,21400,
13100,21053,,,,KY,Clinton County,,,,,,,,,,,,,,,,,,,159747,107868,32429,32528,32.475727244,51879,14646,84308,52.775951974,5633,4383272,57512,89941,102235,75439,69806,56.302152779,36.001928049,0,13100,21400,
14650,21055,,,,KY,Crittenden County,,,,,,,,,,,,,,,,,,,159747,107868,32429,32528,32.475727244,51879,14646,84308,52.775951974,5633,4383272,57512,89941,102235,75439,69806,56.302152779,36.001928049,0,13100,21400,
13100,21057,,,,KY,Cumberland County,,,,,,,,,,,,,,,,,,,159747,107868,32429,32528,32.475727244,51879,14646,84308,52.775951974,5633,4383272,57512,89941,102235,75439,69806,56.302152779,36.001928049,0,13100,21400,
17200,21059,2989.6529195,1958.573041,65.511719714,KY,Daviess County,97631,0,0,1031.0798784,1958.573041,1031.0798784,65.511719714,1376,1057,319,0,583.57304102,583.57304102,1375,2406.0798784,2406.0798784,19.519758873,19.519758873,,,,,,,,,,,,,,,,,,,,,,
17200,21061,,,,KY,Edmonson County,,,,,,,,,,,,,,,,,,,159747,107868,32429,32528,32.475727244,51879,14646,84308,52.775951974,5633,4383272,57512,89941,102235,75439,69806,56.302152779,36.001928049,0,13100,21400,
13100,21063,,,,KY,Elliott County,,,,,,,,,,,,,,,,,,,159747,107868,32429,32528,32.475727244,51879,14646,84308,52.775951974,5633,4383272,57512,89941,102235,75439,69806,56.302152779,36.001928049,0,13100,21400,
13100,21065,,,,KY,Estill County,,,,,,,,,,,,,,,,,,,159747,107868,32429,32528,32.475727244,51879,14646,84308,52.775951974,5633,4383272,57512,89941,102235,75439,69806,56.302152779,36.001928049,0,13100,21400,
20150,21067,16783,5623,33.504141095,KY,Fayette County,304473,0,0,11160,5623,11160,33.504141095,2758,1848,910,0,2865,2865,2758,13918,13918,17.070845498,17.070845498,,,,,,,,,,,,,,,,,,,,,,
13950,21069,,,,KY,Fleming County,,,,,,,,,,,,,,,,,,,159747,107868,32429,32528,32.475727244,51879,14646,84308,52.775951974,5633,4383272,57512,89941,102235,75439,69806,56.302152779,36.001928049,0,13100,21400,
13100,21071,1630.4652343,1062.4097445,65.159914004,KY,Floyd County,39087,33,0,568.05548976,1095.4097445,535.05548976,67.183876203,685,424,261,0,410.40974454,377.40974454,685,1220.0554898,1253.0554898,25.171327539,23.147365341,,,,,,,,,,,,,,,,,,,,,,
20050,21073,3045.8429472,1494.709323,49.073749005,KY,Franklin County,49509,0,0,1551.1336242,1494.709323,1551.1336242,49.073749005,775,609,166,0,728.70932299,728.70932299,766,2317.1336242,2317.1336242,23.924717578,23.924717578,,,,,,,,,,,,,,,,,,,,,,
13100,21075,,,,KY,Fulton County,,,,,,,,,,,,,,,,,,,159747,107868,32429,32528,32.475727244,51879,14646,84308,52.775951974,5633,4383272,57512,89941,102235,75439,69806,56.302152779,36.001928049,0,13100,21400,
21400,21077,,,,KY,Gallatin County,,,,,,,,,,,,,,,,,,,159747,107868,32429,32528,32.475727244,51879,14646,84308,52.775951974,5633,4383272,57512,89941,102235,75439,69806,56.302152779,36.001928049,0,13100,21400,
14800,21079,,,,KY,Garrard County,,,,,,,,,,,,,,,,,,,159747,107868,32429,32528,32.475727244,51879,14646,84308,52.775951974,5633,4383272,57512,89941,102235,75439,69806,56.302152779,36.001928049,0,13100,21400,
16100,21081,,,,KY,Grant County,,,,,,,,,,,,,,,,,,,159747,107868,32429,32528,32.475727244,51879,14646,84308,52.775951974,5633,4383272,57512,89941,102235,75439,69806,56.302152779,36.001928049,0,13100,21400,
14200,21083,1245.8492555,864.16900337,69.363849562,KY,Graves County,37451,92,0,381.68025215,956.16900337,289.68025215,76.74837057,397,267,130,0,559.16900337,467.16900337,397,686.68025215,778.68025215,44.882557091,37.498036083,,,,,,,,,,,,,,,,,,,,,,
13450,21085,,,,KY,Grayson County,,,,,,,,,,,,,,,,,,,159747,107868,32429,32528,32.475727244,51879,14646,84308,52.775951974,5633,4383272,57512,89941,102235,75439,69806,56.302152779,36.001928049,0,13100,21400,
14050,21087,,,,KY,Green County,,,,,,,,,,,,,,,,,,,159747,107868,32429,32528,32.475727244,51879,14646,84308,52.775951974,5633,4383272,57512,89941,102235,75439,69806,56.302152779,36.001928049,0,13100,21400,
15100,21089,,,,KY,Greenup County,,,,,,,,,,,,,,,,,,,159747,107868,32429,32528,32.475727244,51879,14646,84308,52.775951974,5633,4383272,57512,89941,102235,75439,69806,56.302152779,36.001928049,0,13100,21400,
17200,21091,,,,KY,Hancock County,,,,,,,,,,,,,,,,,,,159747,107868,32429,32528,32.475727244,51879,14646,84308,52.775951974,5633,4383272,57512,89941,102235,75439,69806,56.302152779,36.001928049,0,13100,21400,
17150,21093,2914.1786963,1468.2798719,50.384002661,KY,Hardin County,107565,88,0,1445.8988244,1556.2798719,1357.8988244,53.403721394,569,479,90,0,989.2798719,901.2798719,567,1924.8988244,2012.8988244,33.947124558,30.927405826,,,,,,,,,,,,,,,,,,,,,,
13100,21095,,,,KY,Harlan County,,,,,,,,,,,,,,,,,,,159747,107868,32429,32528,32.475727244,51879,14646,84308,52.775951974,5633,4383272,57512,89941,102235,75439,69806,56.302152779,36.001928049,0,13100,21400,
15950,21097,,,,KY,Harrison County,,,,,,,,,,,,,,,,,,,159747,107868,32429,32528,32.475727244,51879,14646,84308,52.775951974,5633,4383272,57512,89941,102235,75439,69806,56.302152779,36.001928049,0,13100,21400,
13100,21099,,,,KY,Hart County,,,,,,,,,,,,,,,,,,,159747,107868,32429,32528,32.475727244,51879,14646,84308,52.775951974,5633,4383272,57512,89941,102235,75439,69806,56.302152779,36.001928049,0,13100,21400,
19150,21101,2213.0967676,1388.5511633,62.742451375,KY,Henderson County,46394,0,0,824.54560428,1388.5511633,824.54560428,62.742451375,975,726,249,0,415.55116327,415.55116327,973,1797.5456043,1797.5456043,18.776908871,18.776908871,,,,,,,,,,,,,,,,,,,,,,
19150,21103,,,,KY,Henry County,,,,,,,,,,,,,,,,,,,159747,107868,32429,32528,32.475727244,51879,14646,84308,52.775951974,5633,4383272,57512,89941,102235,75439,69806,56.302152779,36.001928049,0,13100,21400,
15850,21105,,,,KY,Hickman County,,,,,,,,,,,,,,,,,,,159747,107868,32429,32528,32.475727244,51879,14646,84308,52.775951974,5633,4383272,57512,89941,102235,75439,69806,56.302152779,36.001928049,0,13100,21400,
15550,21107,1455.4496541,896.70714835,61.610317184,KY,Hopkins County,46684,73,0,558.74250576,969.70714835,485.74250576,66.62594928,589,397,192,0,381.70714835,308.70714835,588,1073.7425058,1146.7425058,26.226063352,21.210431256,,,,,,,,,,,,,,,,,,,,,,
13100,21109,,,,KY,Jackson County,,,,,,,,,,,,,,,,,,,159747,107868,32429,32528,32.475727244,51879,14646,84308,52.775951974,5633,4383272,57512,89941,102235,75439,69806,56.302152779,36.001928049,0,13100,21400,
19150,21111,34713,14871,42.839858266,KY,Jefferson County,751485,0,0,19842,14871,19842,42.839858266,7473,4372,3101,0,7422,7422,7449,27291,27291,21.381038804,21.381038804,,,,,,,,,,,,,,,,,,,,,,
20150,21113,2008.5117227,1331.5572545,66.295717343,KY,Jessamine County,49601,61,0,676.95446823,1392.5572545,615.95446823,69.332791974,461,417,44,0,932.5572545,871.5572545,460,1075.9544682,1136.9544682,46.430261967,43.393187336,,,,,,,,,,,,,,,,,,,,,,
13100,21115,,,,KY,Johnson County,,,,,,,,,,,,,,,,,,,159747,107868,32429,32528,32.475727244,51879,14646,84308,52.775951974,5633,4383272,57512,89941,102235,75439,69806,56.302152779,36.001928049,0,13100,21400,
21400,21117,6277,3661,58.324040147,KY,Kenton County,161915,0,0,2616,3661,2616,58.324040147,2407,1735,672,0,1262,1262,2399,5015,5015,20.10514577,20.10514577,,,,,,,,,,,,,,,,,,,,,,
13100,21119,,,,KY,Knott County,,,,,,,,,,,,,,,,,,,159747,107868,32429,32528,32.475727244,51879,14646,84308,52.775951974,5633,4383272,57512,89941,102235,75439,69806,56.302152779,36.001928049,0,13100,21400,
13100,21121,1336.1665867,1249.4599136,93.510788705,KY,Knox County,31857,103,0,86.706673068,1352.4599136,-16.29332693,100,739,622,117,1,613.45991359,510.45991359,739,722.70667307,825.70667307,45.911933416,38.20331377,,,,,,,,,,,,,,,,,,,,,,
17150,21123,,,,KY,Larue County,,,,,,,,,,,,,,,,,,,159747,107868,32429,32528,32.475727244,51879,14646,84308,52.775951974,5633,4383272,57512,89941,102235,75439,69806,56.302152779,36.001928049,0,13100,21400,
13850,21125,2143.8122962,1221.6702375,56.985876967,KY,Laurel County,59535,168,0,922.14205869,1389.6702375,754.14205869,64.822383937,378,313,65,0,1011.6702375,843.67023754,378,1132.1420587,1300.1420587,47.190243256,39.353736287,,,,,,,,,,,,,,,,,,,,,,
13100,21127,,,,KY,Lawrence County,,,,,,,,,,,,,,,,,,,159747,107868,32429,32528,32.475727244,51879,14646,84308,52.775951974,5633,4383272,57512,89941,102235,75439,69806,56.302152779,36.001928049,0,13100,21400,
13100,21129,,,,KY,Lee County,,,,,,,,,,,,,,,,,,,159747,107868,32429,32528,32.475727244,51879,14646,84308,52.775951974,5633,4383272,57512,89941,102235,75439,69806,56.302152779,36.001928049,0,13100,21400,
13100,21131,,,,KY,Leslie County,,,,,,,,,,,,,,,,,,,159747,107868,32429,32528,32.475727244,51879,14646,84308,52.775951974,5633,4383272,57512,89941,102235,75439,69806,56.302152779,36.001928049,0,13100,21400,
13100,21133,,,,KY,Letcher County,,,,,,,,,,,,,,,,,,,159747,107868,32429,32528,32.475727244,51879,14646,84308,52.775951974,5633,4383272,57512,89941,102235,75439,69806,56.302152779,36.001928049,0,13100,21400,
13100,21135,,,,KY,Lewis County,,,,,,,,,,,,,,,,,,,159747,107868,32429,32528,32.475727244,51879,14646,84308,52.775951974,5633,4383272,57512,89941,102235,75439,69806,56.302152779,36.001928049,0,13100,21400,
13150,21137,,,,KY,Lincoln County,,,,,,,,,,,,,,,,,,,159747,107868,32429,32528,32.475727244,51879,14646,84308,52.775951974,5633,4383272,57512,89941,102235,75439,69806,56.302152779,36.001928049,0,13100,21400,
14950,21139,,,,KY,Livingston County,,,,,,,,,,,,,,,,,,,159747,107868,32429,32528,32.475727244,51879,14646,84308,52.775951974,5633,4383272,57512,89941,102235,75439,69806,56.302152779,36.001928049,0,13100,21400,
15350,21141,,,,KY,Logan County,,,,,,,,,,,,,,,,,,,159747,107868,32429,32528,32.475727244,51879,14646,84308,52.775951974,5633,4383272,57512,89941,102235,75439,69806,56.302152779,36.001928049,0,13100,21400,
14650,21143,,,,KY,Lyon County,,,,,,,,,,,,,,,,,,,159747,107868,32429,32528,32.475727244,51879,14646,84308,52.775951974,5633,4383272,57512,89941,102235,75439,69806,56.302152779,36.001928049,0,13100,21400,
17200,21145,2589.8381698,2110.3789805,81.486905444,KY,McCracken County,65545,0,0,479.45918922,2110.3789805,479.45918922,81.486905444,1447,870,577,0,664.37898055,664.37898055,1446,1925.4591892,1925.4591892,25.653300978,25.653300978,,,,,,,,,,,,,,,,,,,,,,
13100,21147,,,,KY,McCreary County,,,,,,,,,,,,,,,,,,,159747,107868,32429,32528,32.475727244,51879,14646,84308,52.775951974,5633,4383272,57512,89941,102235,75439,69806,56.302152779,36.001928049,0,13100,21400,
17200,21149,,,,KY,McLean County,,,,,,,,,,,,,,,,,,,159747,107868,32429,32528,32.475727244,51879,14646,84308,52.775951974,5633,4383272,57512,89941,102235,75439,69806,56.302152779,36.001928049,0,13100,21400,
16700,21151,3427.5980756,2126.4230928,62.038285875,KY,Madison County,85485,71,0,1301.1749828,2197.4230928,1230.1749828,64.109707274,949,728,221,0,1248.4230928,1177.4230928,949,2179.1749828,2250.1749828,36.422680409,34.35125901,,,,,,,,,,,,,,,,,,,,,,
13100,21153,,,,KY,Magoffin County,,,,,,,,,,,,,,,,,,,159747,107868,32429,32528,32.475727244,51879,14646,84308,52.775951974,5633,4383272,57512,89941,102235,75439,69806,56.302152779,36.001928049,0,13100,21400,
15250,21155,,,,KY,Marion County,,,,,,,,,,,,,,,,,,,159747,107868,32429,32528,32.475727244,51879,14646,84308,52.775951974,5633,4383272,57512,89941,102235,75439,69806,56.302152779,36.001928049,0,13100,21400,
15700,21157,,,,KY,Marshall County,,,,,,,,,,,,,,,,,,,159747,107868,32429,32528,32.475727244,51879,14646,84308,52.775951974,5633,4383272,57512,89941,102235,75439,69806,56.302152779,36.001928049,0,13100,21400,
13100,21159,,,,KY,Martin County,,,,,,,,,,,,,,,,,,,159747,107868,32429,32528,32.475727244,51879,14646,84308,52.775951974,5633,4383272,57512,89941,102235,75439,69806,56.302152779,36.001928049,0,13100,21400,
14300,21161,,,,KY,Mason County,,,,,,,,,,,,,,,,,,,159747,107868,32429,32528,32.475727244,51879,14646,84308,52.775951974,5633,4383272,57512,89941,102235,75439,69806,56.302152779,36.001928049,0,13100,21400,
15300,21163,,,,KY,Meade County,,,,,,,,,,,,,,,,,,,159747,107868,32429,32528,32.475727244,51879,14646,84308,52.775951974,5633,4383272,57512,89941,102235,75439,69806,56.302152779,36.001928049,0,13100,21400,
13100,21165,,,,KY,Menifee County,,,,,,,,,,,,,,,,,,,159747,107868,32429,32528,32.475727244,51879,14646,84308,52.775951974,5633,4383272,57512,89941,102235,75439,69806,56.302152779,36.001928049,0,13100,21400,
16800,21167,,,,KY,Mercer County,,,,,,,,,,,,,,,,,,,159747,107868,32429,32528,32.475727244,51879,14646,84308,52.775951974,5633,4383272,57512,89941,102235,75439,69806,56.302152779,36.001928049,0,13100,21400,
13100,21169,,,,KY,Metcalfe County,,,,,,,,,,,,,,,,,,,159747,107868,32429,32528,32.475727244,51879,14646,84308,52.775951974,5633,4383272,57512,89941,102235,75439,69806,56.302152779,36.001928049,0,13100,21400,
13100,21171,,,,KY,Monroe County,,,,,,,,,,,,,,,,,,,159747,107868,32429,32528,32.475727244,51879,14646,84308,52.775951974,5633,4383272,57512,89941,102235,75439,69806,56.302152779,36.001928049,0,13100,21400,
15550,21173,,,,KY,Montgomery County,,,,,,,,,,,,,,,,,,,159747,107868,32429,32528,32.475727244,51879,14646,84308,52.775951974,5633,4383272,57512,89941,102235,75439,69806,56.302152779,36.001928049,0,13100,21400,
13100,21175,,,,KY,Morgan County,,,,,,,,,,,,,,,,,,,159747,107868,32429,32528,32.475727244,51879,14646,84308,52.775951974,5633,4383272,57512,89941,102235,75439,69806,56.302152779,36.001928049,0,13100,21400,
13450,21177,,,,KY,Muhlenberg County,,,,,,,,,,,,,,,,,,,159747,107868,32429,32528,32.475727244,51879,14646,84308,52.775951974,5633,4383272,57512,89941,102235,75439,69806,56.302152779,36.001928049,0,13100,21400,
17200,21179,1837.6194185,968.56048806,52.707349428,KY,Nelson County,44254,68,0,869.05893043,1036.5604881,801.05893043,56.40778921,404,268,136,0,640.56048806,572.56048806,396,1197.0589304,1265.0589304,34.858169304,31.157729522,,,,,,,,,,,,,,,,,,,,,,
13300,21181,,,,KY,Nicholas County,,,,,,,,,,,,,,,,,,,159747,107868,32429,32528,32.475727244,51879,14646,84308,52.775951974,5633,4383272,57512,89941,102235,75439,69806,56.302152779,36.001928049,0,13100,21400,
13600,21183,,,,KY,Ohio County,,,,,,,,,,,,,,,,,,,159747,107868,32429,32528,32.475727244,51879,14646,84308,52.775951974,5633,4383272,57512,89941,102235,75439,69806,56.302152779,36.001928049,0,13100,21400,
19150,21185,1212.0892019,464.00547731,38.281462832,KY,Oldham County,61711,73,0,748.08372457,537.00547731,675.08372457,44.304121881,106,106,0,0,431.00547731,358.00547731,106,781.08372457,854.08372457,35.558890933,29.536231884,,,,,,,,,,,,,,,,,,,,,,
16600,21187,,,,KY,Owen County,,,,,,,,,,,,,,,,,,,159747,107868,32429,32528,32.475727244,51879,14646,84308,52.775951974,5633,4383272,57512,89941,102235,75439,69806,56.302152779,36.001928049,0,13100,21400,
13100,21189,,,,KY,Owsley County,,,,,,,,,,,,,,,,,,,159747,107868,32429,32528,32.475727244,51879,14646,84308,52.775951974,5633,4383272,57512,89941,102235,75439,69806,56.302152779,36.001928049,0,13100,21400,
21400,21191,,,,KY,Pendleton County,,,,,,,,,,,,,,,,,,,159747,107868,32429,32528,32.475727244,51879,14646,84308,52.775951974,5633,4383272,57512,89941,102235,75439,69806,56.302152779,36.001928049,0,13100,21400,
13100,21193,1278.8485028,599.26089535,46.859412513,KY,Perry County,28261,44,0,679.58760747,643.26089535,635.58760747,50.300007697,202,87,115,0,441.26089535,397.26089535,202,837.58760747,881.58760747,34.504547988,31.063952804,,,,,,,,,,,,,,,,,,,,,,
13100,21195,2766.5650482,1724.2503806,62.32459207,KY,Pike County,64380,69,0,1042.3146676,1793.2503806,973.31466757,64.818659579,819,641,178,0,974.25038065,905.25038065,819,1792.3146676,1861.3146676,35.215162617,32.721095108,,,,,,,,,,,,,,,,,,,,,,
13100,21197,,,,KY,Powell County,,,,,,,,,,,,,,,,,,,159747,107868,32429,32528,32.475727244,51879,14646,84308,52.775951974,5633,4383272,57512,89941,102235,75439,69806,56.302152779,36.001928049,0,13100,21400,
13100,21199,2524.7042105,1194.5305263,47.313682186,KY,Pulaski County,63505,89,0,1330.1736842,1283.5305263,1241.1736842,50.838847615,536,430,106,0,748.53052632,659.53052632,535,1776.1736842,1865.1736842,29.648246444,26.123081015,,,,,,,,,,,,,,,,,,,,,,
15200,21201,,,,KY,Robertson County,,,,,,,,,,,,,,,,,,,159747,107868,32429,32528,32.475727244,51879,14646,84308,52.775951974,5633,4383272,57512,89941,102235,75439,69806,56.302152779,36.001928049,0,13100,21400,
13100,21203,,,,KY,Rockcastle County,,,,,,,,,,,,,,,,,,,159747,107868,32429,32528,32.475727244,51879,14646,84308,52.775951974,5633,4383272,57512,89941,102235,75439,69806,56.302152779,36.001928049,0,13100,21400,
