county,ELI_Cutoff,Number of ELI HHs surveyed,Unweighted ELI obs < 10,State Name,County Name,Housing gap,Total ELI renters,Number of HUD asst units,Housing gap (asst off),Units per 100 renters,Units per 100 renters (asst off),AAA units,AAA units (asst off),Total Population 2013,"AAA units (asst off, no neg)",check,check_noasst
4025,16450,47,0,Arizona,Yavapai County,5841,7999,244,6085,26.9783723,23.927991,2158,1914,215133,1914,7999,7999
4027,14750,25,0,Arizona,Yuma County,1632,2328,998,2630,29.89690722,0,696,-302,201201,0,2328,2328
5001,15550,5.25630656,1,Arkansas,Arkansas County,379.9326427,548.953971,264,643.9326427,30.78970866,0,169.0213284,-94.97867162,,0,548.953971,548.953971
5003,14500,6.313718211,1,Arkansas,Ashley County,412.6875812,676.2853165,164,576.6875812,38.97729684,14.72717696,263.5977353,99.59773529,,99.59773529,676.2853165,676.2853165
5005,13450,8.612903226,1,Arkansas,Baxter County,402.6532258,633.3559908,147,549.6532258,36.42544925,13.21575326,230.702765,83.70276498,,83.70276498,633.3559908,633.3559908
5007,17000,18,0,Arkansas,Benton County,2016,2319,477,2493,13.06597671,0,303,-174,237297,0,2319,2319
5009,14650,7.207373272,1,Arkansas,Boone County,336.9447005,529.9993417,347,683.9447005,36.42544925,0,193.0546412,-153.9453588,,0,529.9993417,529.9993417
5011,13200,4.680155931,1,Arkansas,Bradley County,305.9120104,501.3085205,114,419.9120104,38.97729684,16.23680963,195.3965101,81.39651012,,81.39651012,501.3085205,501.3085205
5013,13200,0.846629214,1,Arkansas,Calhoun County,55.05655431,97.41367041,9,64.05655431,43.48169608,34.24274639,42.35711611,33.35711611,,33.35711611,97.41367041,97.41367041
5015,13400,5.041474654,1,Arkansas,Carroll County,235.6889401,370.7284398,91,326.6889401,36.42544925,11.87918027,135.0394997,44.03949967,,44.03949967,370.7284398,370.7284398
5017,13200,5.521440505,1,Arkansas,Chicot County,360.9014294,591.4215705,118,478.9014294,38.97729684,19.02536984,230.5201411,112.5201411,,112.5201411,591.4215705,591.4215705
5019,14450,5.229931973,1,Arkansas,Clark County,561.7959184,662.1768708,264,825.7959184,15.15923567,0,100.3809524,-163.6190476,,0,662.1768708,662.1768708
5021,13200,4.872849857,1,Arkansas,Clay County,333.0009508,475.4117037,97,430.0009508,29.95524758,9.55187946,142.4107529,45.41075287,,45.41075287,475.4117037,475.4117037
5023,14300,6.204545455,1,Arkansas,Cleburne County,316.9090909,420.7954546,79,395.9090909,24.68809074,5.914123684,103.8863636,24.88636364,,24.88636364,420.7954546,420.7954546
5025,13850,1.796918508,1,Arkansas,Cleveland County,117.4531279,192.4744756,26,143.4531279,38.97729684,25.46901221,75.02134769,49.02134769,,49.02134769,192.4744756,192.4744756
5027,14950,7.693820225,1,Arkansas,Columbia County,500.3314607,885.255618,171,671.3314607,43.48169608,24.16524142,384.9241573,213.9241573,,213.9241573,885.255618,885.255618
5029,15350,4.782337956,1,Arkansas,Conway County,395.0500991,549.3891877,167,562.0500991,28.09285149,0,154.3390886,-12.66091141,,0,549.3891877,549.3891877
5031,15950,44.4319407,0,Arkansas,Craighead County,3057.730363,4359.343236,1097,4154.730363,29.85800388,4.693662816,1301.612873,204.6128725,101488,204.6128725,4359.343236,4359.343236
5033,14100,11.0519084,0,Arkansas,Crawford County,1043.254103,1323.696279,360,1403.254103,21.18629327,0,280.4421756,-79.55782443,,0,1323.696279,1323.696279
5035,17400,30.68591867,0,Arkansas,Crittenden County,2314.364287,3242.478739,803,3117.364287,28.6236095,3.85860517,928.1144523,125.1144523,,125.1144523,3242.478739,3242.478739
5037,14550,6.596716826,1,Arkansas,Cross County,421.4569083,664.0694938,211,632.4569083,36.53421634,4.760433327,242.6125855,31.6125855,,31.6125855,664.0694938,664.0694938
5039,13200,2.756179775,1,Arkansas,Dallas County,179.235206,317.1277154,61,240.235206,43.48169608,24.24654347,137.8925094,76.89250936,,76.89250936,317.1277154,317.1277154
5041,13200,7.996287359,1,Arkansas,Desha County,522.6664192,856.5114164,308,830.6664192,38.97729684,3.01747259,333.8449972,25.84499722,,25.84499722,856.5114164,856.5114164
5043,14250,11.54928532,0,Arkansas,Drew County,754.9032857,1237.085948,193,947.9032857,38.97729684,23.37611728,482.182662,289.182662,,289.182662,1237.085948,1237.085948
5045,18650,33.46479501,0,Arkansas,Faulkner County,2724.470811,3686.21992,418,3142.470811,26.09038879,14.75085916,961.7491087,543.7491087,119580,543.7491087,3686.21992,3686.21992
5047,13200,3.315398412,1,Arkansas,Franklin County,198.0950551,401.1632078,66,264.0950551,50.61983471,34.1676779,203.0681527,137.0681527,,137.0681527,401.1632078,401.1632078
5049,13200,3.266678886,1,Arkansas,Fulton County,166.8519062,221.5478372,79,245.8519062,24.68809074,0,54.69593109,-24.30406891,,0,221.5478372,221.5478372
5051,14100,20.21326531,0,Arkansas,Garland County,2171.295918,2559.260204,608,2779.295918,15.15923567,0,387.9642857,-220.0357143,97173,0,2559.260204,2559.260204
5053,18700,2.2875,1,Arkansas,Grant County,178.0013889,234.0027778,35,213.0013889,23.93193338,8.974845978,56.00138889,21.00138889,,21.00138889,234.0027778,234.0027778
5055,14600,15.74163713,0,Arkansas,Greene County,1075.752442,1535.80733,325,1400.752442,29.95524758,8.793738995,460.0548881,135.0548881,,135.0548881,1535.80733,1535.80733
5057,13300,9.694370483,1,Arkansas,Hempstead County,615.2196653,1015.920312,220,835.2196653,39.44213359,17.7868918,400.7006466,180.7006466,,180.7006466,1015.920312,1015.920312
5059,14700,4.583219955,1,Arkansas,Hot Spring County,492.3265306,580.2947846,156,648.3265306,15.15923567,0,87.96825397,-68.03174603,,0,580.2947846,580.2947846
5061,13200,3.46400205,1,Arkansas,Howard County,206.9741225,419.144248,92,298.9741225,50.61983471,28.67035063,212.1701255,120.1701255,,120.1701255,419.144248,419.144248
5063,13950,14.37481672,0,Arkansas,Independence County,734.2214076,974.9074414,210,944.2214076,24.68809074,3.147584317,240.6860337,30.68603372,,30.68603372,974.9074414,974.9074414
5065,13200,4.324596774,1,Arkansas,Izard County,220.8870968,293.296371,81,301.8870968,24.68809074,0,72.40927419,-8.590725806,,0,293.296371,293.296371
5067,13200,6.779631256,1,Arkansas,Jackson County,382.0698859,524.4421422,345,727.0698859,27.14737145,0,142.3722564,-202.6277436,,0,524.4421422,524.4421422
5069,13850,21.7921875,0,Arkansas,Jefferson County,1695.755035,2229.260069,776,2471.755035,23.93193338,0,533.5050347,-242.4949653,73191,0,2229.260069,2229.260069
5071,13200,8.200962355,1,Arkansas,Johnson County,677.4491933,942.1166148,124,801.4491933,28.09285149,14.93099891,264.6674215,140.6674215,,140.6674215,942.1166148,942.1166148
5073,13200,1.839482693,1,Arkansas,Lafayette County,116.7364017,192.768353,12,128.7364017,39.44213359,33.21704539,76.03195131,64.03195131,,64.03195131,192.768353,192.768353
5075,13200,4.461664794,1,Arkansas,Lawrence County,304.9013744,435.295099,239,543.9013744,29.95524758,0,130.3937246,-108.6062754,,0,435.295099,435.295099
5077,13200,5.193160055,1,Arkansas,Lee County,331.7852257,522.7781122,345,676.7852257,36.53421634,0,190.9928865,-154.0071135,,0,522.7781122,522.7781122
5079,13850,3.806200111,1,Arkansas,Lincoln County,248.78708,407.6959347,52,300.78708,38.97729684,26.22269333,158.9088547,106.9088547,,106.9088547,407.6959347,407.6959347
5081,14450,3.716051731,1,Arkansas,Little River County,235.8263598,389.4231647,115,350.8263598,39.44213359,9.911276053,153.5968049,38.59680487,,38.59680487,389.4231647,389.4231647
5083,15000,4.514476044,1,Arkansas,Logan County,269.7399436,546.2516013,129,398.7399436,50.61983471,27.0043433,276.5116577,147.5116577,,147.5116577,546.2516013,546.2516013
5085,18650,12.53520499,0,Arkansas,Lonoke County,1020.529189,1380.78008,525,1545.529189,26.09038879,0,360.2508913,-164.7491087,70753,0,1380.78008,1380.78008
5087,17000,2.239631336,1,Arkansas,Madison County,104.702765,164.6928901,82,186.702765,36.42544925,0,59.99012508,-22.00987492,,0,164.6928901,164.6928901
5089,13200,2.926267281,1,Arkansas,Marion County,136.8029954,215.1851547,47,183.8029954,36.42544925,14.58379383,78.38215932,31.38215932,,31.38215932,215.1851547,215.1851547
5091,16300,18.02396348,0,Arkansas,Miller County,1143.828452,1888.818943,617,1760.828452,39.44213359,6.77621808,744.9904907,127.9904907,,127.9904907,1888.818943,1888.818943
5093,13200,23.30136442,0,Arkansas,Mississippi County,1757.413432,2462.177507,713,2470.413432,28.6236095,0,704.7640747,-8.235925288,,0,2462.177507,2462.177507
5095,13200,4.306703146,1,Arkansas,Monroe County,275.1504788,433.5414501,151,426.1504788,36.53421634,1.704789997,158.3909713,7.390971272,,7.390971272,433.5414501,433.5414501
5097,13800,0.973582766,1,Arkansas,Montgomery County,104.5816327,123.2681406,20,124.5816327,15.15923567,0,18.68650794,-1.313492063,,0,123.2681406,123.2681406
5099,14900,2.699885888,1,Arkansas,Nevada County,171.3389121,282.9341955,113,284.3389121,39.44213359,0,111.5952834,-1.404716622,,0,282.9341955,282.9341955
5101,13200,0.612903226,1,Arkansas,Newton County,28.65322581,45.0702765,8,36.65322581,36.42544925,18.67539173,16.41705069,8.417050691,,8.417050691,45.0702765,45.0702765
5103,13650,9.343820225,1,Arkansas,Ouachita County,607.6314607,1075.105618,365,972.6314607,43.48169608,9.531543282,467.4741573,102.4741573,,102.4741573,1075.105618,1075.105618
5105,18650,0.901358619,1,Arkansas,Perry County,74.45768469,103.5469856,15,89.45768469,28.09285149,13.60667411,29.08930088,14.08930088,,14.08930088,103.5469856,103.5469856
5107,13200,14.13898769,0,Arkansas,Phillips County,903.3242134,1423.324761,545,1448.324213,36.53421634,0,520.0005472,-24.9994528,,0,1423.324761,1423.324761
5109,13200,3.026245721,1,Arkansas,Pike County,192.0502092,317.1350323,56,248.0502092,39.44213359,21.78404026,125.0848231,69.08482313,,69.08482313,317.1350323,317.1350323
